Country,SymbolSize
中国,72.5750262548531
越南,36.5030453461216
印尼,37.5696531818582
新加坡,70.9716725388441
文莱,42.5358904305598
泰国,39.217955721658
日本,74.354547186439
缅甸,23.8651566771921
马来西亚,52.0004921159651
老挝,26.2440928678371
柬埔寨,27.8958032431332
菲律宾,33.4029643303787
韩国,64.3319022611131
